pid,experimental_block,state,congressional_district,treatment_assignment,estimated_turnout_2018,clinton_votes_2016,trump_votes_2016,total_votes_2016,house_dem_votes_2018,house_rep_votes_2018,house_total_votes_2018,number_registered_voters,number_targets
5618,532,MN,8,Treatment,110.79681,57,65,131,86,80,175,144,69
5619,845,OH,12,Control,681.19869,310,352,704,330,360,695,925,548
5620,1327,WA,5,Treatment,551.29827,302,297,659,364,257,621,1151,21
5621,589,MN,2,Treatment,1756.24341,1100,959,2240,1119,852,1976,2420,1082
5622,680,NV,4,Treatment,368.31177,54,332,422,57,333,398,595,265
5623,537,MN,8,Treatment,325.83852,193,132,359,212,124,350,373,201
5624,883,OH,12,Treatment,445.60857,194,284,512,188,208,402,990,143
5625,380,IL,13,Treatment,422.04543,254,245,519,236,200,436,873,0
5626,548,MN,1,Treatment,728.90547,306,576,980,377,479,859,1166,619
5627,1074,PA,7,Control,1112.59017,508,674,1227,530,545,1106,1544,0
5628,507,IL,13,Treatment,1102.06764,366,553,1015,379,518,900,1402,64
5629,250,FL,18,Treatment,119.65653,44,91,139,33,85,118,172,135
5630,357,IL,6,Treatment,420.20331,234,161,443,195,151,349,761,161
5631,425,IL,13,Treatment,1057.50717,326,660,1075,323,632,955,1428,56
5632,384,IL,14,Treatment,430.90386,235,155,426,264,130,394,733,343
5633,1193,VA,1,Treatment,1039.93092,1002,324,1416,819,258,1077,2729,105
5634,685,NV,4,Treatment,832.35186,989,980,2139,709,511,1272,2066,673
5635,835,OH,12,Treatment,701.3859,264,423,714,239,372,616,897,501
5636,268,FL,6,Treatment,1346.90319,720,795,1595,649,679,1359,3006,1974
5637,1022,PA,7,Treatment,893.31855,449,569,1061,423,423,863,1394,0
5638,650,MN,8,Treatment,439.98933,178,305,529,183,269,474,581,105
5639,635,MN,3,Control,1145.23362,644,657,1433,687,633,1320,1536,736
5640,586,MN,8,Treatment,269.98926,51,254,317,64,192,264,349,63
5641,447,IL,6,Control,428.1897,261,167,489,205,155,361,549,119
5642,1039,PA,16,Treatment,506.51721,127,437,600,159,337,504,725,165
5643,179,FL,15,Treatment,2353.93524,1481,1498,3143,1373,1243,2669,5014,1879
5644,357,IL,6,Treatment,395.78619,263,126,425,256,115,371,877,347
5645,954,PA,7,Treatment,1038.35583,538,664,1227,491,458,995,1597,1
5646,747,NV,4,Treatment,573.86037,837,184,1071,645,137,822,2256,1256
5647,190,FL,6,Control,1749.57282,1887,404,2368,1616,338,1996,4278,2175
5648,830,OH,12,Treatment,1003.70127,304,687,1026,278,572,868,1374,438
5649,844,OH,1,Treatment,563.99832,573,124,720,456,100,562,1008,893
5650,1145,VA,1,Treatment,1986.14592,740,1212,2070,856,1110,1966,3447,624
5651,1085,PA,7,Treatment,595.32597,409,395,832,362,257,641,1084,0
5652,1189,VA,5,Control,1515.12435,310,1366,1749,302,1116,1418,2584,1242
5653,612,MN,2,Treatment,107.91882,31,86,136,44,53,97,148,141
5654,1281,WA,5,Treatment,237.99597,67,128,209,82,162,244,263,107
5655,461,IL,14,Treatment,638.80284,349,287,689,352,247,599,949,287
5656,1261,WA,5,Treatment,758.58966,417,300,770,491,334,825,1075,92
5657,1272,WA,5,Treatment,82.74834,28,57,87,24,54,78,91,43
5658,1257,WA,5,Treatment,655.80762,406,353,831,361,333,694,1001,89
5659,913,PA,11,Control,720.43275,266,583,907,298,425,723,1338,1071
5660,420,IL,12,Treatment,215.66865,133,53,189,80,33,115,508,456
5661,931,PA,7,Control,742.09185,554,440,1044,431,293,753,1478,1
5662,339,IL,6,Treatment,503.76822,279,174,491,289,166,456,703,47
5663,182,FL,15,Treatment,790.08888,360,564,979,326,443,801,1313,891
5664,1345,WA,3,Treatment,724.01895,387,538,1025,317,493,810,1292,570
5665,461,IL,14,Treatment,543.38541,303,209,569,328,199,527,849,194
5666,1134,VA,7,Control,1116.03189,328,909,1296,321,751,1090,1879,449
5667,616,MN,2,Treatment,423.49926,225,315,601,238,265,506,660,487
5668,458,IL,14,Treatment,674.97315,220,419,685,252,388,640,991,387
5669,575,MN,8,Treatment,70.78101,23,48,79,24,41,68,91,86
5670,883,OH,12,Treatment,467.35668,209,275,510,203,203,419,948,121
5671,223,FL,16,Treatment,2863.45299,2558,2378,5193,1742,1509,3348,5786,1928
5672,515,IL,6,Treatment,654.44151,319,310,676,287,317,604,919,45
5673,251,FL,16,Treatment,3820.37499,1171,2756,4116,1324,2754,4147,5842,1361
5674,468,IL,14,Treatment,316.58019,138,177,335,134,142,276,539,325
5675,800,OH,12,Control,541.2582,160,455,655,158,314,475,1068,140
5676,1339,WA,5,Treatment,521.49927,140,356,526,151,386,537,805,246
5677,1161,VA,1,Treatment,996.06705,431,648,1111,366,538,904,1566,141
5678,10,FL,6,Treatment,1199.25237,627,823,1532,590,654,1270,2343,698
5679,598,MN,3,Treatment,1516.72137,1129,501,1773,1239,562,1802,1982,1061
5680,133,FL,18,Treatment,110.37756,45,79,128,37,76,115,155,58
5681,955,PA,7,Treatment,406.45707,285,321,625,164,217,393,729,7
5682,1060,PA,11,Treatment,1115.00892,500,698,1264,530,540,1070,1612,801
5683,1262,WA,5,Treatment,222.56112,33,162,204,37,159,196,242,95
5684,364,IL,12,Treatment,239.99418,165,67,253,148,64,220,401,317
5685,466,IL,14,Control,518.63418,256,246,546,258,201,459,859,278
5686,783,NV,4,Treatment,676.46955,300,518,862,287,469,780,1149,525
5687,463,IL,14,Treatment,616.57485,290,272,625,287,269,556,849,285
5688,1083,PA,7,Treatment,359.72295,514,462,1005,226,148,380,672,1
5689,744,NV,3,Treatment,751.61334,595,513,1179,507,399,946,1743,1463
5690,1031,PA,11,Treatment,820.14975,253,698,982,234,572,806,1274,838
5691,969,PA,10,Treatment,1695.83916,924,1002,1998,861,811,1673,2950,44
5692,503,IL,6,Control,533.70267,285,212,535,290,198,489,855,158
5693,161,FL,6,Treatment,1594.57803,638,1223,1944,605,1020,1656,2681,935
5694,860,OH,12,Treatment,901.66743,545,440,1040,531,377,925,1436,462
5695,1159,VA,1,Treatment,1269.97791,1013,563,1655,990,432,1422,2995,137
5696,63,FL,18,Control,1636.36371,1766,196,1987,1511,172,1706,2903,2033
5697,1157,VA,7,Treatment,1413.74712,604,814,1511,642,745,1400,2358,794
5698,597,MN,8,Treatment,684.61461,398,347,823,402,327,740,867,256
5699,1168,VA,1,Control,2227.24434,1037,1256,2481,1069,1109,2178,3955,912
5700,513,IL,6,Treatment,491.67318,267,173,513,260,189,450,745,121
5701,858,OH,1,Treatment,603.96768,717,22,753,554,19,580,1157,1107
5702,1126,VA,7,Treatment,1315.16016,352,996,1422,359,795,1173,2313,561
5703,454,IL,14,Treatment,640.50693,271,318,646,307,259,566,1087,582
5704,484,IL,14,Treatment,570.54507,338,221,613,376,201,577,978,321
5705,588,MN,2,Treatment,455.92728,188,313,542,211,307,519,621,508
5706,1339,WA,3,Treatment,537.76746,101,397,532,111,388,499,740,556
5707,1054,PA,10,Treatment,696.48777,395,364,805,401,305,706,1160,25
5708,614,MN,1,Treatment,309.45681,123,243,405,129,185,314,451,250
5709,478,IL,12,Treatment,351.31473,108,277,402,119,204,333,762,647
5710,547,MN,1,Treatment,147.19158,43,146,208,57,127,184,228,151
5711,504,IL,12,Treatment,438.86703,137,310,478,137,255,398,618,459
5712,274,FL,18,Treatment,829.91118,351,597,972,314,542,870,1217,517
5713,207,FL,6,Treatment,3285.00564,1014,2373,3567,1222,2303,3622,5002,1856
5714,126,FL,15,Treatment,1134.60918,1330,165,1527,1113,157,1307,2376,1694
5715,1339,WA,5,Treatment,939.585690000001,266,592,917,301,606,907,1195,156
5716,763,NV,3,Treatment,944.10327,371,658,1134,394,526,983,1459,1231
5717,1240,WA,5,Treatment,686.84373,232,402,700,275,406,681,1002,107
5718,86,FL,6,Treatment,1706.32944,748,1173,2011,682,1025,1747,2912,690
5719,434,IL,14,Treatment,822.70137,388,392,845,379,379,758,1195,262
5720,543,MN,2,Treatment,2349.05517,1169,1437,2913,1427,1450,2881,3544,2047
5721,750,NV,3,Treatment,793.97178,664,559,1310,564,396,1040,1868,1779
5722,653,MN,8,Treatment,186.39339,53,190,259,54,147,210,282,33
5723,644,MN,1,Treatment,1410.61113,757,974,1870,766,804,1576,2164,1569
5724,283,FL,18,Treatment,1598.65056,697,1055,1837,636,1058,1711,2305,1535
5725,1254,WA,5,Treatment,63.96207,4,61,67,2,62,64,78,36
5726,513,IL,6,Treatment,571.94085,300,170,531,313,207,520,757,42
5727,1228,WA,3,Treatment,369.60048,120,230,375,133,241,374,552,526
5728,458,IL,14,Treatment,640.52499,197,412,648,189,355,544,937,559
5729,1198,WA,5,Treatment,598.94184,313,289,677,402,277,679,1250,26
5730,43,FL,6,Treatment,1432.81848,900,937,1922,784,722,1542,2959,693
5731,1095,VA,5,Treatment,669.123,269,451,732,217,372,589,1147,246
5732,668,NV,3,Treatment,1162.76988,563,753,1355,573,638,1249,1556,1270
5733,754,NV,3,Treatment,366.50319,273,311,630,245,187,478,882,817
5734,1299,WA,5,Treatment,370.56024,161,219,417,178,228,406,723,55
5735,514,IL,6,Treatment,687.17784,380,302,733,355,287,642,1140,228
5736,1072,PA,16,Control,538.22799,264,331,620,313,197,517,947,226
5737,230,FL,16,Treatment,2696.18772,1640,2739,4579,1278,1820,3163,5238,3059
5738,526,IL,6,Treatment,460.05915,297,253,623,213,215,428,632,37
5739,345,IL,12,Treatment,602.84409,312,345,708,286,235,546,1089,703
5740,1260,WA,3,Control,447.85704,211,241,486,211,259,470,789,612
5741,314,IL,12,Treatment,229.21494,35,179,232,52,146,200,353,293
5742,443,IL,12,Treatment,415.78506,236,176,444,247,138,400,722,589
5743,141,FL,15,Control,2109.65052,911,1490,2501,858,1318,2228,3729,1176
5744,604,MN,3,Treatment,1405.76718,853,667,1689,838,696,1535,1818,622
5745,490,IL,6,Treatment,340.32006,273,192,514,180,145,325,471,32
5746,1212,WA,5,Treatment,567.00144,316,267,666,345,263,608,990,21
5747,1009,PA,11,Treatment,391.74333,330,248,621,234,153,387,1124,989
5748,1232,WA,5,Treatment,91.75383,91,14,131,113,22,135,313,11
5749,971,PA,11,Treatment,1686.40539,582,1223,1862,581,989,1570,2662,565
5750,615,MN,1,Treatment,159.13956,52,124,193,55,99,155,216,163
5751,1105,VA,2,Treatment,920.25117,513,481,1048,499,404,903,1519,589
5752,1131,VA,7,Treatment,1284.0918,408,738,1193,461,704,1171,1731,442
5753,314,IL,13,Control,450.66408,116,344,503,151,272,423,763,148
5754,775,NV,3,Treatment,850.85562,367,696,1113,367,580,972,1412,983
5755,651,MN,8,Treatment,84.94005,26,81,111,28,57,87,131,89
5756,205,FL,16,Treatment,3292.46184,2412,1659,4311,2557,1556,4242,7666,2853
5757,828,OH,12,Treatment,712.46571,195,508,757,193,455,653,944,357
5758,647,MN,1,Treatment,642.37614,416,349,847,423,288,711,928,584
5759,121,FL,18,Treatment,1212.34716,646,715,1398,605,736,1358,1723,1416
5760,622,MN,8,Treatment,203.71164,71,137,217,72,125,203,252,75
5761,458,IL,12,Treatment,539.11422,181,411,631,178,364,551,823,555
5762,368,IL,6,Treatment,543.82659,265,205,510,267,206,474,736,103
5763,515,IL,6,Treatment,543.1674,280,217,550,260,251,513,833,26
5764,1338,WA,5,Treatment,819.66858,193,581,824,215,587,802,1178,392
5765,1288,WA,3,Treatment,338.66886,144,190,352,146,193,339,491,290
5766,509,IL,14,Treatment,676.66692,386,313,763,371,287,658,1134,282
5767,544,MN,8,Treatment,152.05359,81,73,167,71,74,152,192,33
5768,1272,WA,3,Treatment,321.20484,70,232,311,83,228,311,401,262
5769,1278,WA,5,Treatment,88.77522,13,68,86,21,71,92,135,38
5770,1072,PA,11,Treatment,390.76422,199,259,484,183,195,378,752,673
5771,983,PA,16,Treatment,449.41794,107,379,497,109,281,393,717,163
5772,719,NV,3,Treatment,355.75362,363,243,630,288,148,469,941,817
5773,337,IL,13,Treatment,821.59842,476,349,874,436,313,749,1556,0
5774,967,PA,10,Treatment,865.66998,512,584,1165,429,432,865,1879,32
5775,976,PA,16,Treatment,572.8503,121,499,643,161,328,494,836,185
5776,1181,VA,7,Treatment,1813.79289,1469,505,2108,1508,446,1976,3905,2619
5777,979,PA,7,Treatment,222.96489,319,77,405,214,51,267,639,1
5778,326,IL,13,Treatment,455.59317,81,389,492,99,317,417,650,114
5779,382,IL,12,Treatment,299.81148,176,130,315,132,110,249,684,627
5780,547,MN,8,Treatment,385.93317,68,400,496,71,316,396,536,84
5781,795,OH,12,Treatment,649.10349,383,292,709,387,275,669,1300,284
5782,530,MN,2,Treatment,410.05101,379,168,627,366,160,528,771,197
5783,1289,WA,5,Treatment,515.6259,141,326,522,167,337,504,722,225
5784,1188,VA,10,Treatment,2124.6042,923,786,1828,911,844,1755,3025,1527
5785,602,MN,3,Treatment,1523.21781,754,823,1770,818,884,1703,1991,1438
5786,1314,WA,5,Treatment,461.98899,152,261,451,164,254,418,769,53
5787,1012,PA,11,Treatment,2713.61046,1017,1972,3101,1016,1655,2671,4251,352
5788,396,IL,12,Treatment,401.58861,177,269,482,185,150,353,1022,906
5789,564,MN,8,Treatment,1122.171,714,600,1436,130,181,326,1599,691
5790,955,PA,10,Treatment,863.65371,303,573,921,319,486,805,1110,17
5791,1131,VA,2,Control,1184.00973,441,728,1261,445,639,1084,2051,518
5792,764,NV,3,Treatment,611.75412,341,288,661,637,378,1058,1683,1586
5793,186,FL,15,Treatment,2973.64092,869,862,1784,1738,1672,3474,5620,1655
5794,275,FL,15,Treatment,1100.90664,515,702,1297,519,581,1137,1901,523
5795,163,FL,18,Treatment,619.78824,409,403,850,323,362,693,1391,535
5796,1240,WA,5,Control,691.04268,203,426,676,257,452,709,935,280
5797,658,MN,8,Treatment,232.55217,86,178,282,90,118,216,320,195
5798,451,IL,14,Treatment,730.27674,392,274,708,379,285,664,966,218
5799,510,IL,6,Control,954.61677,395,485,939,377,471,848,1359,50
5800,423,IL,12,Treatment,426.88035,118,311,465,103,279,390,794,762
5801,494,IL,6,Treatment,663.52827,233,388,646,226,339,565,921,102
5802,460,IL,6,Treatment,515.78715,324,277,653,268,195,463,1031,530
5803,909,PA,16,Treatment,1306.94415,362,1020,1449,394,841,1255,1941,343
5804,57,FL,16,Treatment,1101.32976,932,550,1562,819,420,1266,2604,1578
5805,1266,WA,3,Treatment,152.40189,58,91,161,56,86,142,202,179
5806,1206,WA,5,Treatment,197.11974,87,92,195,106,96,202,333,105
5807,1274,WA,3,Treatment,253.78815,125,107,251,161,121,282,410,287
5808,1010,PA,10,Treatment,443.46588,346,237,633,312,195,507,1088,35
5809,430,IL,13,Treatment,323.54103,328,30,363,239,28,267,783,0
5810,455,IL,6,Treatment,789.16395,346,401,792,368,359,727,1110,169
5811,1140,VA,1,Control,1360.37079,722,623,1428,679,544,1223,2090,146
5812,845,OH,12,Treatment,573.72105,299,289,600,300,256,562,764,437
5813,546,MN,1,Treatment,1333.18533,843,767,1785,921,624,1549,2002,1258
5814,1060,PA,10,Treatment,868.98399,252,666,959,263,558,821,1136,9
5815,438,IL,6,Treatment,1492.53387,973,788,1881,919,680,1599,2870,882
5816,1103,VA,7,Treatment,682.78023,255,395,692,272,383,665,967,230
5817,561,MN,8,Treatment,52.1676,23,34,61,23,32,55,62,21
5818,138,FL,15,Control,1691.93304,1133,1028,2251,995,868,1907,3387,1414
5819,805,OH,1,Control,288.27114,90,201,311,91,173,267,409,379
5820,6,FL,6,Treatment,1134.28797,568,669,1307,590,553,1165,1950,1153
5821,630,MN,1,Treatment,452.14242,233,281,566,244,266,510,638,516
5822,685,NV,4,Treatment,1064.35449,475,858,1420,484,726,1260,1921,737
5823,1060,PA,10,Treatment,900.7038,355,565,950,371,495,866,1137,29
5824,808,OH,12,Treatment,637.40835,372,358,779,369,297,673,1075,687
5825,514,IL,14,Control,668.71794,333,314,722,325,262,587,1052,349
5826,963,PA,16,Treatment,768.10212,364,520,930,433,302,744,1283,275
5827,503,IL,6,Treatment,477.13359,249,201,500,250,205,455,750,81
5828,224,FL,18,Treatment,91.43649,13,64,81,52,64,118,148,52
5829,1074,PA,7,Treatment,1327.62672,668,841,1580,649,636,1321,1992,0
5830,846,OH,12,Control,841.27092,275,578,893,278,472,764,1142,740
5831,804,OH,12,Treatment,394.32591,139,255,408,128,206,344,566,173
5832,486,IL,14,Treatment,746.6778,333,401,784,327,363,690,1234,363
5833,1046,PA,10,Treatment,639.36528,415,336,780,392,217,613,1230,24
5834,89,FL,16,Treatment,2883.96012,1240,1863,3230,1343,1871,3248,4673,1299
5835,159,FL,16,Treatment,3109.38117,1013,1916,3006,1133,1965,3167,3831,1091
5836,883,OH,1,Treatment,457.2147,235,275,530,219,209,432,700,541
5837,999,PA,7,Treatment,352.26159,151,275,440,142,172,327,581,0
5838,586,MN,8,Treatment,59.985,11,52,71,17,40,62,84,22
5839,1166,VA,10,Treatment,2229.15741,1251,724,2106,1329,754,2083,3730,806
5840,205,FL,16,Control,2298.48846,2047,1105,3282,1609,943,2596,5709,2615
5841,423,IL,12,Treatment,529.31925,158,455,647,182,297,493,887,597
5842,1022,PA,16,Treatment,1306.52232,1131,1067,2278,786,485,1275,2091,522
5843,626,MN,2,Treatment,1444.08921,838,1010,2016,843,916,1759,2220,1252
5844,797,OH,12,Treatment,407.55357,105,314,437,96,251,351,608,122
5845,966,PA,10,Control,649.23894,386,306,725,474,289,763,1164,61
5846,1133,VA,1,Treatment,833.62122,328,558,911,283,482,765,1426,126
5847,759,NV,3,Treatment,636.72981,450,439,979,376,277,725,1711,1606
5848,392,IL,12,Treatment,361.91724,163,243,442,156,144,319,823,707
5849,1127,VA,1,Control,2518.88754,830,1507,2481,936,1421,2357,4287,932
5850,883,OH,12,Treatment,946.55814,339,564,932,337,478,825,1352,367
5851,610,MN,8,Treatment,214.75275,102,136,260,100,106,219,278,150
5852,890,OH,1,Treatment,568.88742,300,401,750,276,305,595,1102,984
5853,715,NV,3,Treatment,508.47801,510,359,948,457,224,726,1511,1420
5854,963,PA,16,Treatment,700.0701,426,354,815,455,218,676,1132,128
5855,1200,WA,5,Treatment,226.14474,102,130,249,82,119,201,491,30
5856,447,IL,6,Treatment,477.5064,253,148,462,261,189,451,648,77
5857,365,IL,6,Treatment,796.52211,332,442,844,288,454,742,1219,22
5858,1096,VA,7,Treatment,434.46555,235,235,494,279,180,465,766,342
5859,589,MN,2,Treatment,1643.37486,888,913,1952,953,926,1880,2244,880
5860,423,IL,12,Treatment,406.85697,115,322,449,114,238,356,733,666
5861,232,FL,6,Treatment,2867.88414,1440,1819,3406,1309,1482,2841,5112,2064
5862,1068,PA,10,Treatment,332.78646,212,218,472,212,171,383,693,1
5863,1353,WA,3,Treatment,836.83203,332,492,891,357,498,855,1278,693
5864,512,IL,13,Treatment,344.78088,142,211,380,148,187,335,586,7
5865,435,IL,13,Treatment,263.09292,854,105,1017,704,88,792,1389,0
5866,1125,VA,10,Treatment,2297.91054,1076,910,2109,1098,921,2019,3646,1760
5867,960,PA,16,Treatment,799.21563,422,380,839,457,265,729,1273,175
5868,522,IL,13,Treatment,1083.93411,496,606,1172,470,560,1030,1587,0
5869,1049,PA,10,Treatment,202.89378,194,80,289,149,69,218,438,2
5870,609,MN,8,Treatment,87.11241,21,65,94,25,54,83,128,121
5871,37,FL,16,Treatment,1920.61263,633,1364,2081,616,1387,2024,2759,673
5872,566,MN,3,Treatment,1278.83505,804,769,1734,741,711,1458,1847,699
5873,326,IL,13,Treatment,346.20891,61,268,348,93,202,295,543,71
5874,1147,VA,5,Treatment,976.61643,222,864,1127,213,699,912,1714,689
5875,246,FL,15,Treatment,1604.42331,1492,1190,2819,1464,702,2202,3656,1770
5876,708,NV,3,Treatment,633.74217,490,384,939,603,331,975,1598,1504
5877,1304,WA,5,Treatment,720.25989,402,315,809,499,335,834,1325,19
5878,1207,WA,5,Treatment,532.67712,217,288,542,228,318,546,738,68
5879,1186,VA,5,Treatment,1272.44955,315,1081,1444,292,888,1180,2091,529
5880,255,FL,18,Treatment,989.70735,524,739,1323,466,602,1086,1942,631
5881,550,MN,1,Treatment,415.19166,271,173,488,337,156,497,537,390
5882,1160,VA,1,Control,1836.52656,520,1416,2042,494,1137,1631,3121,239
5883,1209,WA,5,Treatment,354.31011,105,213,347,127,211,338,627,40
5884,964,PA,16,Treatment,210.32934,177,96,277,139,71,213,501,186
5885,853,OH,12,Treatment,526.75344,172,344,539,179,315,498,690,348
5886,1192,VA,1,Treatment,2294.04312,1273,1013,2461,1374,889,2263,4390,2086
5887,1132,VA,1,Treatment,2279.62737,696,843,1647,861,944,1805,3396,1670
5888,506,IL,6,Treatment,699.309,444,314,822,429,261,690,1227,190
5889,639,MN,8,Treatment,104.14815,68,53,131,57,52,117,162,146
5890,641,MN,8,Treatment,792.02646,298,730,1121,394,587,1017,1401,682
5891,394,IL,14,Treatment,859.3851,533,342,952,509,302,811,1310,272
5892,800,OH,12,Treatment,569.6898,154,419,603,142,314,466,955,157
5893,518,IL,12,Treatment,363.96963,122,244,382,136,172,313,577,468
5894,981,PA,7,Treatment,671.058,436,296,763,415,235,666,911,0
5895,874,OH,1,Treatment,450.26547,404,156,586,279,109,400,1327,1276
5896,1127,VA,1,Treatment,1822.06437,475,1476,2053,445,1222,1667,3119,264
5897,846,OH,12,Treatment,412.27755,168,283,474,153,231,389,624,296
5898,1122,VA,2,Treatment,1874.85762,645,1111,1888,716,1028,1744,3119,1280
5899,880,OH,1,Treatment,497.41239,232,244,500,240,233,482,620,603
5900,452,IL,6,Treatment,637.46124,333,252,647,347,222,569,1008,292
5901,331,IL,14,Treatment,565.69854,323,334,705,302,231,533,1189,170
5902,768,NV,4,Treatment,584.63058,350,404,790,337,339,712,1069,697
5903,1347,WA,5,Treatment,118.48521,24,92,125,20,102,122,160,57
5904,88,FL,18,Treatment,953.50608,889,987,1936,587,526,1132,1772,748
5905,721,NV,3,Treatment,573.54303,565,358,981,494,255,796,1474,1402
5906,781,NV,3,Treatment,501.40881,620,304,983,569,198,809,1558,1470
5907,690,NV,3,Treatment,423.60504,287,327,643,285,253,557,872,780
5908,394,IL,13,Treatment,1382.42979,801,453,1333,762,504,1266,1846,0
5909,575,MN,8,Treatment,50.6841,16,39,60,17,32,51,67,15
5910,853,OH,12,Treatment,571.11783,190,335,547,202,355,563,697,318
5911,491,IL,13,Treatment,507.77625,142,387,562,118,335,453,748,67
5912,496,IL,12,Treatment,913.98693,274,622,960,340,467,840,1392,1161
5913,1222,WA,3,Treatment,825.5742,526,295,862,511,295,806,1098,427
5914,244,FL,15,Treatment,30.69297,7,33,42,8,26,34,101,31
5915,433,IL,12,Treatment,270.39174,75,180,273,78,144,230,392,367
5916,962,PA,10,Treatment,591.41856,774,93,909,606,74,680,1618,34
5917,562,MN,1,Treatment,1405.48596,932,646,1740,970,664,1637,1932,932
5918,1317,WA,3,Treatment,755.85357,405,376,838,435,348,783,1164,461
5919,582,MN,8,Treatment,370.34481,77,362,453,81,283,374,497,376
5920,817,OH,12,Control,889.95165,359,512,900,313,437,754,1320,368
